mag_s004_001 Magnetometer-Uncalibrated Non-wakeup,QST,2025-03-06_19-02-36.207_TGW
imuTimestamp,accuracy(more=better),mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
802486643,3,3.7875001,9.2375,151.8625,-27.0,-69.0,177.0
802486652,3,3.8125,9.225,151.90001,-27.0,-69.0,177.0
802486662,3,3.825,9.212501,151.95,-27.0,-69.0,177.0
802486671,3,3.8125,9.1875,151.96251,-27.0,-69.0,177.0
802486681,3,3.8,9.150001,151.9375,-27.0,-69.0,177.0
802486690,3,3.775,9.125,151.8625,-27.0,-69.0,177.0
802486700,3,3.775,9.1,151.8,-27.0,-69.0,177.0
802486709,3,3.7375,9.075,151.75,-27.0,-69.0,177.0
802486719,3,3.7,9.05,151.725,-27.0,-69.0,177.0
802486728,3,3.6625001,9.0625,151.725,-27.0,-69.0,177.0
802486738,3,3.625,9.075,151.7625,-27.0,-69.0,177.0
802486747,3,3.6000001,9.1,151.7875,-27.0,-69.0,177.0
802486757,3,3.6000001,9.1375,151.83751,-27.0,-69.0,177.0
802486766,3,3.6000001,9.150001,151.9125,-27.0,-69.0,177.0
802486776,3,3.6000001,9.1625,151.975,-27.0,-69.0,177.0
802486785,3,3.625,9.1875,151.975,-27.0,-69.0,177.0
802486795,3,3.65,9.2,151.975,-27.0,-69.0,177.0
802486804,3,3.6875,9.1875,151.95,-27.0,-69.0,177.0
802486814,3,3.7375,9.1875,151.875,-27.0,-69.0,177.0
802486823,3,3.775,9.175,151.825,-27.0,-69.0,177.0
802486833,3,3.825,9.1625,151.7625,-27.0,-69.0,177.0
802486842,3,3.8625,9.1625,151.7375,-27.0,-69.0,177.0
802486852,3,3.8875,9.1625,151.725,-27.0,-69.0,177.0
802486861,3,3.9,9.175,151.7375,-27.0,-69.0,177.0
802486871,3,3.925,9.175,151.7375,-27.0,-69.0,177.0
802486880,3,3.9625,9.1875,151.75,-27.0,-69.0,177.0
802486890,3,3.9750001,9.175,151.8,-27.0,-69.0,177.0
802486899,3,3.9750001,9.175,151.875,-27.0,-69.0,177.0
802486909,3,3.9750001,9.175,151.9375,-27.0,-69.0,177.0
802486918,3,3.95,9.1625,151.975,-27.0,-69.0,177.0
802486928,3,3.9375,9.1625,152.0,-27.0,-69.0,177.0
802486937,3,3.95,9.1125,152.0375,-27.0,-69.0,177.0
802486947,3,3.9375,9.075,152.05,-27.0,-69.0,177.0
802486956,3,3.9125001,9.0375,152.05,-27.0,-69.0,177.0
802486966,3,3.9125001,9.0375,152.02501,-27.0,-69.0,177.0
802486975,3,3.9125001,9.0375,151.975,-27.0,-69.0,177.0
802486985,3,3.9125001,9.05,151.9375,-27.0,-69.0,177.0
802486994,3,3.9375,9.087501,151.9375,-27.0,-69.0,177.0
802487004,3,3.95,9.1,151.925,-27.0,-69.0,177.0
802487013,3,3.925,9.1625,151.925,-27.0,-69.0,177.0
802487023,3,3.9,9.225,151.9375,-27.0,-69.0,177.0
802487032,3,3.8625,9.2875,151.925,-27.0,-69.0,177.0
802487042,3,3.8,9.325,151.925,-27.0,-69.0,177.0
802487051,3,3.7375,9.35,151.96251,-27.0,-69.0,177.0
802487061,3,3.7,9.375,152.0125,-27.0,-69.0,177.0
802487070,3,3.6625001,9.3625,152.05,-27.0,-69.0,177.0
802487080,3,3.65,9.375,152.1,-27.0,-69.0,177.0
802487089,3,3.6375,9.337501,152.08751,-27.0,-69.0,177.0
802487099,3,3.65,9.3,152.05,-27.0,-69.0,177.0
802487108,3,3.675,9.2625,152.075,-27.0,-69.0,177.0
802487118,3,3.7125,9.2375,152.08751,-27.0,-69.0,177.0
802487127,3,3.75,9.25,152.08751,-27.0,-69.0,177.0
802487137,3,3.75,9.225,152.1125,-27.0,-69.0,177.0
802487146,3,3.75,9.225,152.1375,-27.0,-69.0,177.0
802487156,3,3.75,9.2,152.1375,-27.0,-69.0,177.0
802487165,3,3.775,9.2,152.175,-27.0,-69.0,177.0
802487175,3,3.8125,9.212501,152.2625,-27.0,-69.0,177.0
802487184,3,3.8375,9.225,152.25,-27.0,-69.0,177.0
802487194,3,3.8625,9.225,152.225,-27.0,-69.0,177.0
802487203,3,3.8500001,9.2,152.1875,-27.0,-69.0,177.0
802487213,3,3.8625,9.1875,152.08751,-27.0,-69.0,177.0
802487222,3,3.875,9.1625,151.9875,-27.0,-69.0,177.0
802487232,3,3.875,9.150001,151.925,-27.0,-69.0,177.0
802487241,3,3.8500001,9.150001,151.875,-27.0,-69.0,177.0
802487251,3,3.825,9.1375,151.7625,-27.0,-69.0,177.0
802487260,3,3.7875001,9.125,151.71251,-27.0,-69.0,177.0
802487270,3,3.75,9.125,151.6875,-27.0,-69.0,177.0
802487279,3,3.775,9.1125,151.6625,-27.0,-69.0,177.0
802487289,3,3.8125,9.1125,151.65001,-27.0,-69.0,177.0
802487298,3,3.8500001,9.1125,151.6625,-27.0,-69.0,177.0
802487308,3,3.875,9.1,151.71251,-27.0,-69.0,177.0
802487317,3,3.8875,9.087501,151.7375,-27.0,-69.0,177.0
802487327,3,3.8875,9.075,151.8125,-27.0,-69.0,177.0
802487336,3,3.8625,9.0625,151.90001,-27.0,-69.0,177.0
802487346,3,3.8625,9.0625,151.9375,-27.0,-69.0,177.0
802487355,3,3.825,9.075,151.9875,-27.0,-69.0,177.0
802487365,3,3.7625,9.075,152.0625,-27.0,-69.0,177.0
802487374,3,3.7,9.075,152.1,-27.0,-69.0,177.0
802487384,3,3.6625001,9.087501,152.1125,-27.0,-69.0,177.0
802487393,3,3.6625001,9.087501,152.1125,-27.0,-69.0,177.0
802487403,3,3.6625001,9.1,152.08751,-27.0,-69.0,177.0
802487412,3,3.7125,9.1125,152.0625,-27.0,-69.0,177.0
802487422,3,3.75,9.1125,152.0625,-27.0,-69.0,177.0
802487431,3,3.7875001,9.1,152.0625,-27.0,-69.0,177.0
802487441,3,3.8500001,9.087501,152.05,-27.0,-69.0,177.0
802487450,3,3.9125001,9.075,152.0375,-27.0,-69.0,177.0
802487460,3,3.95,9.05,151.9875,-27.0,-69.0,177.0
802487469,3,3.9875,9.0375,151.95,-27.0,-69.0,177.0
802487479,3,4.025,9.025001,151.9125,-27.0,-69.0,177.0
802487488,3,3.9750001,9.0,151.8875,-27.0,-69.0,177.0
802487498,3,3.925,9.0,151.90001,-27.0,-69.0,177.0
802487507,3,3.8875,9.025001,151.90001,-27.0,-69.0,177.0
802487517,3,3.825,9.0625,151.9125,-27.0,-69.0,177.0
802487526,3,3.7875001,9.1,151.95,-27.0,-69.0,177.0
802487536,3,3.775,9.1375,151.975,-27.0,-69.0,177.0
802487545,3,3.75,9.175,152.0125,-27.0,-69.0,177.0
802487555,3,3.7250001,9.175,152.0625,-27.0,-69.0,177.0
802487564,3,3.75,9.1875,152.08751,-27.0,-69.0,177.0
802487574,3,3.7625,9.175,152.075,-27.0,-69.0,177.0
802487583,3,3.775,9.150001,152.1,-27.0,-69.0,177.0
802487593,3,3.775,9.150001,152.08751,-27.0,-69.0,177.0
802487602,3,3.7625,9.150001,152.0375,-27.0,-69.0,177.0
802487612,3,3.75,9.1625,152.075,-27.0,-69.0,177.0
802487621,3,3.75,9.1625,152.0625,-27.0,-69.0,177.0
802487631,3,3.75,9.2,152.075,-27.0,-69.0,177.0
802487640,3,3.7375,9.225,152.1125,-27.0,-69.0,177.0
802487650,3,3.7375,9.25,152.1625,-27.0,-69.0,177.0
802487659,3,3.7375,9.275001,152.1625,-27.0,-69.0,177.0
802487669,3,3.7625,9.25,152.175,-27.0,-69.0,177.0
802487678,3,3.8,9.225,152.2,-27.0,-69.0,177.0
802487688,3,3.8375,9.2,152.175,-27.0,-69.0,177.0
802487697,3,3.9,9.1875,152.1625,-27.0,-69.0,177.0
802487707,3,3.925,9.1625,152.1375,-27.0,-69.0,177.0
802487716,3,3.9625,9.150001,152.075,-27.0,-69.0,177.0
802487726,3,3.9875,9.1375,152.02501,-27.0,-69.0,177.0
802487735,3,4.0,9.1375,152.0,-27.0,-69.0,177.0
802487745,3,4.0125003,9.1375,151.9875,-27.0,-69.0,177.0
802487754,3,4.0,9.150001,151.975,-27.0,-69.0,177.0
802487764,3,4.0,9.1625,152.0,-27.0,-69.0,177.0
802487773,3,3.9625,9.1625,152.02501,-27.0,-69.0,177.0
802487783,3,3.9625,9.1625,152.05,-27.0,-69.0,177.0
802487792,3,3.95,9.175,152.0375,-27.0,-69.0,177.0
802487802,3,3.9375,9.175,152.0125,-27.0,-69.0,177.0
802487811,3,3.95,9.175,152.0,-27.0,-69.0,177.0
802487821,3,3.9375,9.175,151.975,-27.0,-69.0,177.0
802487830,3,3.9375,9.1625,151.975,-27.0,-69.0,177.0
802487840,3,3.925,9.1375,151.925,-27.0,-69.0,177.0
802487849,3,3.925,9.1,151.8875,-27.0,-69.0,177.0
802487859,3,3.925,9.0625,151.85,-27.0,-69.0,177.0
802487868,3,3.925,9.025001,151.8,-27.0,-69.0,177.0
802487878,3,3.9375,9.0125,151.7625,-27.0,-69.0,177.0
802487887,3,3.925,9.025001,151.75,-27.0,-69.0,177.0
802487897,3,3.925,9.0375,151.725,-27.0,-69.0,177.0
802487906,3,3.925,9.0625,151.7,-27.0,-69.0,177.0
802487916,3,3.925,9.1,151.7375,-27.0,-69.0,177.0
802487925,3,3.925,9.1375,151.7625,-27.0,-69.0,177.0
802487935,3,3.925,9.175,151.7875,-27.0,-69.0,177.0
802487944,3,3.925,9.2,151.85,-27.0,-69.0,177.0
802487954,3,3.9375,9.225,151.90001,-27.0,-69.0,177.0
802487963,3,3.9625,9.225,151.9125,-27.0,-69.0,177.0
802487973,3,4.0,9.212501,151.96251,-27.0,-69.0,177.0
802487982,3,4.05,9.2,152.0375,-27.0,-69.0,177.0
802487992,3,4.0750003,9.1875,152.1,-27.0,-69.0,177.0
802488001,3,4.0875,9.175,152.1625,-27.0,-69.0,177.0
802488011,3,4.1,9.175,152.2,-27.0,-69.0,177.0
802488020,3,4.0875,9.175,152.225,-27.0,-69.0,177.0
802488030,3,4.0875,9.175,152.2375,-27.0,-69.0,177.0
802488039,3,4.0750003,9.1625,152.2375,-27.0,-69.0,177.0
802488049,3,4.05,9.1875,152.2375,-27.0,-69.0,177.0
802488058,3,4.0,9.1875,152.15001,-27.0,-69.0,177.0
802488068,3,3.95,9.175,152.0625,-27.0,-69.0,177.0
802488077,3,3.9125001,9.1875,152.02501,-27.0,-69.0,177.0
802488087,3,3.8875,9.1875,152.0125,-27.0,-69.0,177.0
802488096,3,3.8875,9.2,152.0375,-27.0,-69.0,177.0
802488106,3,3.8875,9.2,152.0625,-27.0,-69.0,177.0
802488115,3,3.9125001,9.225,152.1125,-27.0,-69.0,177.0
802488125,3,3.9,9.1875,152.0625,-27.0,-69.0,177.0
802488134,3,3.925,9.1875,152.1,-27.0,-69.0,177.0
802488144,3,3.95,9.1875,152.08751,-27.0,-69.0,177.0
802488153,3,3.95,9.1625,152.08751,-27.0,-69.0,177.0
802488163,3,3.9750001,9.1625,152.08751,-27.0,-69.0,177.0
802488172,3,3.9750001,9.1375,152.05,-27.0,-69.0,177.0
802488182,3,3.9750001,9.1125,152.0375,-27.0,-69.0,177.0
802488191,3,3.9625,9.075,152.0125,-27.0,-69.0,177.0
802488201,3,3.9750001,9.075,152.05,-27.0,-69.0,177.0
802488210,3,3.95,9.05,152.02501,-27.0,-69.0,177.0
802488220,3,3.9375,9.05,151.9875,-27.0,-69.0,177.0
802488229,3,3.95,9.087501,151.925,-27.0,-69.0,177.0
802488239,3,3.925,9.087501,151.85,-27.0,-69.0,177.0
802488248,3,3.9125001,9.125,151.8,-27.0,-69.0,177.0
802488258,3,3.8625,9.1625,151.8,-27.0,-69.0,177.0
802488267,3,3.8375,9.1875,151.7875,-27.0,-69.0,177.0
802488277,3,3.8375,9.212501,151.7875,-27.0,-69.0,177.0
802488286,3,3.8500001,9.2375,151.825,-27.0,-69.0,177.0
802488296,3,3.8625,9.25,151.83751,-27.0,-69.0,177.0
802488305,3,3.8625,9.225,151.8875,-27.0,-69.0,177.0
802488315,3,3.875,9.225,151.925,-27.0,-69.0,177.0
802488324,3,3.8625,9.2,151.95,-27.0,-69.0,177.0
802488334,3,3.875,9.175,151.9375,-27.0,-69.0,177.0
802488343,3,3.8625,9.175,151.96251,-27.0,-69.0,177.0
802488353,3,3.825,9.175,151.96251,-27.0,-69.0,177.0
802488362,3,3.8,9.1625,151.9875,-27.0,-69.0,177.0
802488372,3,3.7875001,9.150001,152.0125,-27.0,-69.0,177.0
802488381,3,3.8,9.150001,152.0,-27.0,-69.0,177.0
802488391,3,3.825,9.125,151.9875,-27.0,-69.0,177.0
802488400,3,3.875,9.125,151.975,-27.0,-69.0,177.0
802488410,3,3.9,9.1125,151.925,-27.0,-69.0,177.0
802488419,3,3.9375,9.1,151.825,-27.0,-69.0,177.0
802488429,3,3.95,9.087501,151.7375,-27.0,-69.0,177.0
802488438,3,3.9375,9.1125,151.65001,-27.0,-69.0,177.0
802488448,3,3.925,9.1375,151.6,-27.0,-69.0,177.0
802488457,3,3.9125001,9.1625,151.6,-27.0,-69.0,177.0
802488467,3,3.8875,9.2,151.625,-27.0,-69.0,177.0
802488476,3,3.8625,9.2,151.625,-27.0,-69.0,177.0
802488486,3,3.8500001,9.225,151.6625,-27.0,-69.0,177.0
802488495,3,3.8625,9.225,151.7375,-27.0,-69.0,177.0
802488505,3,3.8875,9.212501,151.83751,-27.0,-69.0,177.0
802488514,3,3.925,9.2,151.925,-27.0,-69.0,177.0
802488524,3,3.9375,9.1875,152.02501,-27.0,-69.0,177.0
802488533,3,3.925,9.1875,152.0625,-27.0,-69.0,177.0
802488543,3,3.925,9.1875,152.05,-27.0,-69.0,177.0
802488552,3,3.925,9.2,152.0625,-27.0,-69.0,177.0
802488562,3,3.925,9.212501,152.05,-27.0,-69.0,177.0
802488571,3,3.8875,9.212501,152.0125,-27.0,-69.0,177.0
802488581,3,3.875,9.212501,151.9875,-27.0,-69.0,177.0
802488590,3,3.8500001,9.2,151.95,-27.0,-69.0,177.0
802488600,3,3.825,9.175,151.9125,-27.0,-69.0,177.0
802488609,3,3.825,9.1375,151.9125,-27.0,-69.0,177.0
802488619,3,3.8,9.1125,151.96251,-27.0,-69.0,177.0
802488628,3,3.775,9.087501,152.0125,-27.0,-69.0,177.0
802488638,3,3.75,9.0625,152.08751,-27.0,-69.0,177.0
802488647,3,3.7375,9.0625,152.21251,-27.0,-69.0,177.0
802488657,3,3.7125,9.0625,152.3125,-27.0,-69.0,177.0
802488666,3,3.6875,9.0625,152.35,-27.0,-69.0,177.0
802488676,3,3.6875,9.0625,152.3625,-27.0,-69.0,177.0
802488685,3,3.6875,9.0625,152.325,-27.0,-69.0,177.0
802488695,3,3.7,9.0625,152.2375,-27.0,-69.0,177.0
802488704,3,3.7250001,9.05,152.1625,-27.0,-69.0,177.0
802488714,3,3.7625,9.025001,152.1125,-27.0,-69.0,177.0
802488723,3,3.775,9.0,152.0,-27.0,-69.0,177.0
802488733,3,3.8125,8.9875,151.925,-27.0,-69.0,177.0
802488742,3,3.825,8.975,151.9125,-27.0,-69.0,177.0
802488752,3,3.8125,8.9875,151.90001,-27.0,-69.0,177.0
802488761,3,3.7875001,9.0,151.9125,-27.0,-69.0,177.0
802488771,3,3.7625,9.0125,151.95,-27.0,-69.0,177.0
802488780,3,3.75,9.0375,151.9875,-27.0,-69.0,177.0
802488790,3,3.7125,9.0625,152.0125,-27.0,-69.0,177.0
802488799,3,3.7125,9.087501,152.0,-27.0,-69.0,177.0
802488809,3,3.7375,9.1125,151.96251,-27.0,-69.0,177.0
802488818,3,3.775,9.150001,151.875,-27.0,-69.0,177.0
802488828,3,3.8375,9.1625,151.7375,-27.0,-69.0,177.0
802488837,3,3.8875,9.175,151.6375,-27.0,-69.0,177.0
802488847,3,3.9125001,9.175,151.55,-27.0,-69.0,177.0
802488856,3,3.9125001,9.1625,151.5,-27.0,-69.0,177.0
802488866,3,3.95,9.1375,151.475,-27.0,-69.0,177.0
802488875,3,3.9750001,9.1125,151.475,-27.0,-69.0,177.0
802488885,3,3.9875,9.087501,151.46251,-27.0,-69.0,177.0
802488894,3,4.0,9.075,151.475,-27.0,-69.0,177.0
802488904,3,4.0125003,9.075,151.52501,-27.0,-69.0,177.0
802488913,3,4.025,9.087501,151.58751,-27.0,-69.0,177.0
802488923,3,4.0375,9.1,151.6375,-27.0,-69.0,177.0
802488932,3,4.0375,9.125,151.6375,-27.0,-69.0,177.0
802488942,3,4.0,9.150001,151.6125,-27.0,-69.0,177.0
802488951,3,3.95,9.175,151.58751,-27.0,-69.0,177.0
802488961,3,3.8875,9.212501,151.6125,-27.0,-69.0,177.0
802488970,3,3.8375,9.212501,151.6875,-27.0,-69.0,177.0
802488980,3,3.7875001,9.212501,151.7625,-27.0,-69.0,177.0
802488989,3,3.75,9.1875,151.825,-27.0,-69.0,177.0
802488999,3,3.7375,9.1625,151.875,-27.0,-69.0,177.0
802489008,3,3.7375,9.125,151.8875,-27.0,-69.0,177.0
802489018,3,3.7375,9.1,151.875,-27.0,-69.0,177.0
802489027,3,3.75,9.087501,151.8875,-27.0,-69.0,177.0
802489037,3,3.7625,9.0625,151.85,-27.0,-69.0,177.0
802489046,3,3.7625,9.075,151.8125,-27.0,-69.0,177.0
802489056,3,3.7625,9.087501,151.75,-27.0,-69.0,177.0
802489065,3,3.7625,9.1125,151.7,-27.0,-69.0,177.0
802489075,3,3.75,9.125,151.6375,-27.0,-69.0,177.0
802489084,3,3.75,9.1625,151.625,-27.0,-69.0,177.0
802489094,3,3.775,9.1875,151.6125,-27.0,-69.0,177.0
802489103,3,3.8,9.212501,151.58751,-27.0,-69.0,177.0
802489113,3,3.8125,9.2375,151.575,-27.0,-69.0,177.0
802489122,3,3.825,9.212501,151.5125,-27.0,-69.0,177.0
802489132,3,3.825,9.1875,151.4875,-27.0,-69.0,177.0
802489141,3,3.825,9.1625,151.45,-27.0,-69.0,177.0
802489151,3,3.8500001,9.150001,151.4375,-27.0,-69.0,177.0
802489160,3,3.825,9.125,151.46251,-27.0,-69.0,177.0
802489170,3,3.7875001,9.125,151.5,-27.0,-69.0,177.0
802489179,3,3.75,9.1,151.5625,-27.0,-69.0,177.0
802489189,3,3.7125,9.0625,151.6375,-27.0,-69.0,177.0
802489198,3,3.6875,9.0625,151.71251,-27.0,-69.0,177.0
802489208,3,3.6625001,9.05,151.8,-27.0,-69.0,177.0
802489217,3,3.625,9.05,151.90001,-27.0,-69.0,177.0
802489227,3,3.5875,9.05,151.95,-27.0,-69.0,177.0
802489236,3,3.5875,9.05,151.975,-27.0,-69.0,177.0
802489246,3,3.6000001,9.025001,151.975,-27.0,-69.0,177.0
802489255,3,3.625,9.0125,151.95,-27.0,-69.0,177.0
802489265,3,3.65,9.0125,151.9375,-27.0,-69.0,177.0
802489274,3,3.675,9.0,151.90001,-27.0,-69.0,177.0
802489284,3,3.7375,9.0,151.8625,-27.0,-69.0,177.0
802489293,3,3.7875001,9.0125,151.825,-27.0,-69.0,177.0
802489303,3,3.825,9.0125,151.825,-27.0,-69.0,177.0
802489312,3,3.8375,9.025001,151.7625,-27.0,-69.0,177.0
802489322,3,3.8375,9.05,151.725,-27.0,-69.0,177.0
802489331,3,3.8125,9.075,151.71251,-27.0,-69.0,177.0
802489341,3,3.8125,9.1,151.6875,-27.0,-69.0,177.0
802489350,3,3.7875001,9.125,151.725,-27.0,-69.0,177.0
802489360,3,3.75,9.1625,151.7375,-27.0,-69.0,177.0
802489369,3,3.7125,9.175,151.7375,-27.0,-69.0,177.0
802489379,3,3.7,9.175,151.725,-27.0,-69.0,177.0
802489388,3,3.7125,9.1625,151.7375,-27.0,-69.0,177.0
802489398,3,3.7250001,9.150001,151.7625,-27.0,-69.0,177.0
802489407,3,3.7375,9.1375,151.7875,-27.0,-69.0,177.0
802489417,3,3.75,9.1375,151.77501,-27.0,-69.0,177.0
802489426,3,3.7875001,9.125,151.7375,-27.0,-69.0,177.0
802489436,3,3.8125,9.1,151.725,-27.0,-69.0,177.0
802489445,3,3.8125,9.075,151.725,-27.0,-69.0,177.0
802489455,3,3.8125,9.075,151.725,-27.0,-69.0,177.0
802489464,3,3.8,9.075,151.725,-27.0,-69.0,177.0
802489474,3,3.7875001,9.0625,151.725,-27.0,-69.0,177.0
802489483,3,3.8,9.0625,151.725,-27.0,-69.0,177.0
802489493,3,3.8,9.0375,151.71251,-27.0,-69.0,177.0
