timestamp_global[ms],timestampImu[ms],ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],acc_uncal_x[m/s^2],acc_uncal_y[m/s^2],acc_uncal_z[m/s^2],mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s],acc_bias_x[m/s^2],acc_bias_y[m/s^2],acc_bias_z[m/s^2],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
690,800982031,0.004123337,-0.0024434591,0.0010690134,0.12023934,-9.768399,0.24436702,4.8,7.5375,149.8625,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
700,800982041,0.0056504994,-0.002290743,0.0018325944,0.11395818,-9.766604,0.24077778,4.775,7.5750003,149.875,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
710,800982051,0.0050396346,-0.0018325944,0.0015271619,0.118145615,-9.7609215,0.23808585,4.7625003,7.625,149.875,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
720,800982061,0.0048869182,-7.6358096E-4,0.0012217296,0.118145615,-9.763913,0.23449662,4.725,7.675,149.825,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
730,800982071,0.004123337,-0.0015271619,0.0013744457,0.116351,-9.768699,0.22761725,4.7125,7.7125,149.7875,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
740,800982081,0.004734202,-0.0015271619,0.0018325944,0.11934203,-9.76152,0.24975087,4.7125,7.725,149.725,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
750,800982091,0.0044287695,-0.0015271619,0.0019853106,0.12233306,-9.771989,0.24227329,4.7125,7.7375,149.71251,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
760,800982101,0.0050396346,-6.108648E-4,0.0012217296,0.116351,-9.7704935,0.2425724,4.725,7.7375,149.75,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
770,800982111,0.004581486,-0.0016798781,0.0021380268,0.12113664,-9.768699,0.23479572,4.7375,7.7000003,149.8125,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
780,800982121,0.004123337,-0.0019853106,0.0025961753,0.12263216,-9.768399,0.2440679,4.7625003,7.675,149.83751,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
790,800982131,0.004734202,-0.0019853106,0.0018325944,0.11425728,-9.759726,0.23958136,4.7875,7.625,149.825,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
799,800982140,0.0050396346,-0.0016798781,0.0018325944,0.11425728,-9.759726,0.23958136,4.8250003,7.5875,149.8125,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
809,800982150,0.0050396346,-9.162972E-4,0.0012217296,0.10707881,-9.762417,0.2416751,4.8375,7.55,149.77501,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
819,800982160,0.004581486,-0.0016798781,0.0016798781,0.11934203,-9.757631,0.23479572,4.8625,7.525,149.75,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
830,800982171,0.0035124724,-0.0015271619,0.0016798781,0.10767702,-9.757631,0.23868406,4.8375,7.5125003,149.65001,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
840,800982181,0.0044287695,-0.0010690134,0.0025961753,0.10827523,-9.769895,0.23958136,4.8250003,7.5375,149.6,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
850,800982191,0.0050396346,-0.0018325944,0.0010690134,0.11216356,-9.764811,0.24945176,4.7875,7.5375,149.55,0.0041796416,-0.0010617414,0.002740393,0.0,0.0,0.0,-28.0,-47.0,180.0
