Rotation Vector  Non-wakeup,QTI,2025-03-06_18-41-53.764_TGW
imuTimestamp,accuracy(more=better),x*sin(a/2)[],y*sin(a/2)[],z*sin(a/2)[],cos(a/2)[],heading_accuracy[rad]
801245107,3,-0.2974781,-0.6350335,0.64229894,0.30934012,-1.0
801245117,3,-0.29747626,-0.6350373,0.64230007,0.3093317,-1.0
801245127,3,-0.2974723,-0.63504547,0.6422976,0.3093238,-1.0
801245137,3,-0.29747546,-0.63503903,0.6422958,0.3093379,-1.0
801245147,3,-0.29747686,-0.63503605,0.6423018,0.30933017,-1.0
801245157,3,-0.29747802,-0.6350336,0.642303,0.30933148,-1.0
801245167,3,-0.2974744,-0.63504106,0.6423002,0.30932552,-1.0
801245177,3,-0.2974709,-0.6350484,0.64229774,0.30931893,-1.0
801245187,3,-0.2974754,-0.6350391,0.6422994,0.30933034,-1.0
801245197,3,-0.29747376,-0.6350424,0.6423008,0.3093221,-1.0
801245207,3,-0.2974726,-0.6350449,0.6422955,0.3093292,-1.0
801245217,3,-0.29747394,-0.6350421,0.6422987,0.30932704,-1.0
801245227,3,-0.29747573,-0.63503844,0.6422987,0.30933276,-1.0
801245237,3,-0.29747584,-0.63503814,0.6423072,0.30931565,-1.0
801245247,3,-0.29747283,-0.63504434,0.642307,0.3093063,-1.0
801245257,3,-0.29746917,-0.6350519,0.64230037,0.309308,-1.0
801245267,3,-0.29747117,-0.6350478,0.6423003,0.3093146,-1.0
801245277,3,-0.29746947,-0.6350513,0.6422999,0.30931,-1.0
801245287,3,-0.29746827,-0.63505375,0.6422981,0.30930972,-1.0
801245297,3,-0.29746318,-0.6350643,0.6422929,0.30930367,-1.0
801245307,3,-0.29746425,-0.6350621,0.6422937,0.3093056,-1.0
801245317,3,-0.29746234,-0.63506603,0.6422881,0.30931094,-1.0
801245327,3,-0.29746085,-0.63506913,0.6422832,0.3093162,-1.0
801245337,3,-0.29746068,-0.63506955,0.64227915,0.30932397,-1.0
801245347,3,-0.29746112,-0.63506866,0.6422754,0.30933312,-1.0
801245357,3,-0.29745743,-0.6350763,0.6422727,0.30932653,-1.0
801245367,3,-0.29745337,-0.6350846,0.6422747,0.30930927,-1.0
801245377,3,-0.29745242,-0.63508654,0.6422785,0.30929834,-1.0
801245387,3,-0.29745564,-0.6350799,0.64227784,0.3093102,-1.0
801245397,3,-0.29745156,-0.63508844,0.64227325,0.30930626,-1.0
801245406,3,-0.29744986,-0.6350919,0.64227504,0.30929706,-1.0
801245416,3,-0.2974488,-0.635094,0.642278,0.3092875,-1.0
801245426,3,-0.29745203,-0.6350874,0.64227796,0.30929822,-1.0
801245436,3,-0.29745063,-0.6350903,0.64227486,0.30929992,-1.0
801245446,3,-0.29744905,-0.6350936,0.64226526,0.3093146,-1.0
801245456,3,-0.29744822,-0.63509536,0.6422583,0.30932617,-1.0
801245466,3,-0.29744542,-0.63510114,0.64226234,0.30930868,-1.0
801245476,3,-0.29744008,-0.6351121,0.6422615,0.30929297,-1.0
801245486,3,-0.2974354,-0.6351218,0.6422572,0.30928656,-1.0
801245496,3,-0.29743394,-0.6351248,0.6422543,0.30928785,-1.0
801245506,3,-0.29743302,-0.63512677,0.64225465,0.309284,-1.0
801245516,3,-0.29743308,-0.63512653,0.64226305,0.30926695,-1.0
801245526,3,-0.29743,-0.6351329,0.64225686,0.30926964,-1.0
801245536,3,-0.29742673,-0.63513964,0.64225703,0.30925858,-1.0
801245546,3,-0.2974235,-0.6351463,0.6422534,0.30925557,-1.0
801245556,3,-0.29742455,-0.6351442,0.6422559,0.3092537,-1.0
801245566,3,-0.29742026,-0.635153,0.6422544,0.30924284,-1.0
801245576,3,-0.29742166,-0.6351502,0.6422503,0.30925584,-1.0
801245586,3,-0.29742086,-0.63515186,0.64224684,0.30926034,-1.0
801245596,3,-0.29741853,-0.6351566,0.64224964,0.30924708,-1.0
801245606,3,-0.29741728,-0.6351592,0.64224935,0.30924353,-1.0
801245616,3,-0.29741636,-0.63516116,0.642245,0.3092494,-1.0
801245626,3,-0.2974127,-0.6351687,0.64224327,0.30924097,-1.0
801245636,3,-0.29741043,-0.6351734,0.6422463,0.30922732,-1.0
801245646,3,-0.2974128,-0.63516843,0.64225036,0.30922678,-1.0
801245656,3,-0.29740986,-0.6351744,0.6422566,0.30920428,-1.0
801245666,3,-0.29740813,-0.6351779,0.6422598,0.3091921,-1.0
801245676,3,-0.29740536,-0.63518363,0.6422612,0.3091802,-1.0
801245686,3,-0.2974043,-0.6351859,0.6422572,0.30918488,-1.0
801245696,3,-0.29739955,-0.6351957,0.6422555,0.3091729,-1.0
801245706,3,-0.2973969,-0.63520116,0.6422544,0.30916643,-1.0
801245716,3,-0.29739243,-0.63521034,0.64225626,0.309148,-1.0
801245726,3,-0.2973897,-0.63521594,0.64225733,0.30913687,-1.0
801245736,3,-0.29738712,-0.63522124,0.64225465,0.309134,-1.0
801245746,3,-0.29738736,-0.63522077,0.6422532,0.30913767,-1.0
801245756,3,-0.29738635,-0.6352228,0.6422586,0.30912334,-1.0
801245766,3,-0.29738525,-0.63522506,0.6422593,0.3091183,-1.0
801245776,3,-0.29738355,-0.6352286,0.6422613,0.3091086,-1.0
801245786,3,-0.29738802,-0.63521934,0.6422597,0.30912647,-1.0
801245796,3,-0.2973886,-0.6352181,0.6422607,0.3091265,-1.0
801245806,3,-0.29739013,-0.635215,0.64226156,0.30912954,-1.0
801245816,3,-0.297388,-0.63521934,0.64226866,0.30910802,-1.0
