gyro_s001_004 Gyroscope-Uncalibrated Non-wakeup,STMicro,2025-03-06_18-41-53.764_TGW
imuTimestamp,accuracy(more=better),utcTimestamp(nanos),ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s]
801243931,3,1741275717759010322,0.004734202,-0.002290743,0.0025961753,0.0053031044,-0.0022775796,0.0014542363
801243941,3,1741275717768994280,0.0050396346,-0.0018325944,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801243951,3,1741275717778978603,0.0050396346,-0.0021380268,0.002290743,0.0053031044,-0.0022775796,0.0014542363
801243961,3,1741275717788963083,0.005345067,-0.0019853106,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801243971,3,1741275717798947041,0.0051923506,-0.0019853106,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801243981,3,1741275717808931364,0.0044287695,-0.0024434591,0.0012217296,0.0053031044,-0.0022775796,0.0014542363
801243991,3,1741275717818915478,0.0044287695,-0.0015271619,0.0019853106,0.0053031044,-0.0022775796,0.0014542363
801244001,3,1741275717828899176,0.005345067,-0.0021380268,0.0018325944,0.0053031044,-0.0022775796,0.0014542363
801244011,3,1741275717838884020,0.005345067,-0.002290743,0.0016798781,0.0053031044,-0.0022775796,0.0014542363
801244021,3,1741275717848868499,0.0051923506,-0.0027488915,0.0015271619,0.0053031044,-0.0022775796,0.0014542363
801244031,3,1741275717858852458,0.0044287695,-0.0021380268,9.162972E-4,0.0053031044,-0.0022775796,0.0014542363
