Format Version,1.23,Take Name,Take 2025-03-06 06.38.58 PM_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2025-03-06 06.46.36.882 PM,Capture Start Frame,69474,Total Frames in Take,24703,Total Exported Frames,24703,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010,RigidBody 010
,ID,"EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9","EFFCD228FAA011EF3E9BBB18792000B9"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
227,2.270000,0.290174,-0.569255,-0.691636,0.336730,-0.569973,0.064672,0.014776
228,2.280000,0.290259,-0.569095,-0.691582,0.337038,-0.569960,0.064649,0.014779
229,2.290000,0.290224,-0.569171,-0.691645,0.336812,-0.569974,0.064654,0.014782
230,2.300000,0.290280,-0.569208,-0.691692,0.336605,-0.569976,0.064663,0.014766
231,2.310000,0.290208,-0.569252,-0.691632,0.336714,-0.569968,0.064683,0.014772
232,2.320000,0.290296,-0.569234,-0.691593,0.336750,-0.569975,0.064655,0.014765
233,2.330000,0.290108,-0.569484,-0.691759,0.336146,-0.569960,0.064714,0.014760
234,2.340000,0.290283,-0.569147,-0.691616,0.336861,-0.569969,0.064649,0.014784
235,2.350000,0.290174,-0.569204,-0.691614,0.336862,-0.569993,0.064649,0.014769
236,2.360000,0.290155,-0.569238,-0.691726,0.336590,-0.569989,0.064680,0.014777
237,2.370000,0.290572,-0.568592,-0.691582,0.337616,-0.570212,0.064616,0.014854
238,2.380000,0.290127,-0.569344,-0.691736,0.336416,-0.569964,0.064668,0.014777
239,2.390000,0.292512,-0.569157,-0.689550,0.339143,-0.570442,0.064384,0.014646
240,2.400000,0.291904,-0.568541,-0.690401,0.338969,-0.570384,0.064405,0.014746
241,2.410000,0.292431,-0.568872,-0.689934,0.338910,-0.570513,0.064381,0.014700
242,2.420000,0.292009,-0.568425,-0.690398,0.339079,-0.570374,0.064472,0.014796
243,2.430000,0.292047,-0.567629,-0.690753,0.339655,-0.570426,0.064441,0.014879
244,2.440000,0.292049,-0.567534,-0.690754,0.339811,-0.570424,0.064426,0.014909
245,2.450000,0.291905,-0.567672,-0.690608,0.340000,-0.570426,0.064369,0.014915
246,2.460000,0.291646,-0.568064,-0.690447,0.339895,-0.570466,0.064358,0.014954
247,2.470000,0.291671,-0.568611,-0.690353,0.339150,-0.570400,0.064417,0.014909
248,2.480000,0.291631,-0.568056,-0.690518,0.339776,-0.570453,0.064361,0.014958
249,2.490000,0.291854,-0.568012,-0.690477,0.339743,-0.570454,0.064363,0.014958
250,2.500000,0.291823,-0.568075,-0.690459,0.339701,-0.570461,0.064384,0.014957
251,2.510000,0.291809,-0.568116,-0.690381,0.339803,-0.570459,0.064378,0.014964
252,2.520000,0.291816,-0.568077,-0.690458,0.339705,-0.570458,0.064378,0.014959
253,2.530000,0.291764,-0.568153,-0.690452,0.339636,-0.570459,0.064396,0.014949
254,2.540000,0.291923,-0.568010,-0.690570,0.339498,-0.570450,0.064350,0.014985
255,2.550000,0.291237,-0.568207,-0.690066,0.340781,-0.570412,0.064475,0.014883
256,2.560000,0.291800,-0.568098,-0.690446,0.339708,-0.570454,0.064390,0.014961
257,2.570000,0.291791,-0.568009,-0.690519,0.339716,-0.570461,0.064386,0.014953
258,2.580000,0.291775,-0.568072,-0.690497,0.339671,-0.570451,0.064382,0.014956
259,2.590000,0.291748,-0.568218,-0.690427,0.339592,-0.570457,0.064401,0.014959
260,2.600000,0.291872,-0.568007,-0.690487,0.339715,-0.570458,0.064376,0.014982
261,2.610000,0.290583,-0.569621,-0.691277,0.336497,-0.570120,0.064654,0.014916
262,2.620000,0.289890,-0.569879,-0.691385,0.336435,-0.570063,0.064627,0.014838
263,2.630000,0.289904,-0.569769,-0.691443,0.336491,-0.570063,0.064642,0.014828
264,2.640000,0.289910,-0.569872,-0.691437,0.336322,-0.570073,0.064638,0.014846
