mag_s004_001 Magnetometer-Uncalibrated Non-wakeup,QST,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
801751706,3,2.8875,9.2375,152.4125,-27.0,-69.0,177.0
801751715,3,2.8500001,9.2,152.45,-27.0,-69.0,177.0
801751725,3,2.825,9.1625,152.4875,-27.0,-69.0,177.0
801751734,3,2.8125,9.1375,152.475,-27.0,-69.0,177.0
801751744,3,2.7875001,9.1,152.45,-27.0,-69.0,177.0
801751753,3,2.8,9.1,152.4125,-27.0,-69.0,177.0
801751763,3,2.825,9.075,152.375,-27.0,-69.0,177.0
801751772,3,2.8500001,9.075,152.2875,-27.0,-69.0,177.0
801751782,3,2.8625,9.0625,152.1875,-27.0,-69.0,177.0
801751791,3,2.875,9.087501,152.08751,-27.0,-69.0,177.0
801751801,3,2.8875,9.125,151.9875,-27.0,-69.0,177.0
801751810,3,2.875,9.125,151.95,-27.0,-69.0,177.0
801751820,3,2.8875,9.150001,151.925,-27.0,-69.0,177.0
801751829,3,2.8500001,9.1375,151.9125,-27.0,-69.0,177.0
801751839,3,2.8375,9.150001,151.8875,-27.0,-69.0,177.0
801751848,3,2.825,9.150001,151.8875,-27.0,-69.0,177.0
801751858,3,2.8375,9.1625,151.9375,-27.0,-69.0,177.0
801751867,3,2.8625,9.175,152.02501,-27.0,-69.0,177.0
801751877,3,2.8875,9.150001,152.08751,-27.0,-69.0,177.0
801751886,3,2.925,9.1625,152.125,-27.0,-69.0,177.0
801751896,3,2.9125001,9.150001,152.125,-27.0,-69.0,177.0
801751905,3,2.925,9.150001,152.125,-27.0,-69.0,177.0
801751915,3,2.9125001,9.1375,152.125,-27.0,-69.0,177.0
801751924,3,2.8875,9.125,152.1125,-27.0,-69.0,177.0
801751934,3,2.8625,9.125,152.05,-27.0,-69.0,177.0
801751943,3,2.8375,9.1125,151.9375,-27.0,-69.0,177.0
801751953,3,2.8,9.1125,151.875,-27.0,-69.0,177.0
801751962,3,2.7625,9.1,151.83751,-27.0,-69.0,177.0
801751972,3,2.7625,9.075,151.825,-27.0,-69.0,177.0
801751981,3,2.7375,9.05,151.8125,-27.0,-69.0,177.0
801751991,3,2.7375,9.0625,151.825,-27.0,-69.0,177.0
801752000,3,2.75,9.075,151.85,-27.0,-69.0,177.0
801752010,3,2.75,9.087501,151.8875,-27.0,-69.0,177.0
801752019,3,2.75,9.1,151.95,-27.0,-69.0,177.0
801752029,3,2.75,9.1125,152.02501,-27.0,-69.0,177.0
801752038,3,2.7625,9.1375,152.05,-27.0,-69.0,177.0
801752048,3,2.775,9.175,152.075,-27.0,-69.0,177.0
