gravity  Non-wakeup,QTI,2025-03-06_18-50-19.416_TGW
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
801751795,3,0.10890541,-9.804031,0.19870374
801751805,3,0.10889462,-9.804035,0.19852515
801751815,3,0.108869314,-9.804036,0.19849314
801751825,3,0.10906775,-9.804034,0.1984913
801751835,3,0.10886769,-9.80404,0.19833767
801751846,3,0.108642824,-9.804047,0.19808985
801751856,3,0.10861668,-9.80405,0.19799514
801751866,3,0.10863005,-9.804047,0.19812855
801751876,3,0.10854185,-9.804048,0.19812027
801751886,3,0.10859321,-9.804049,0.19801392
801751896,3,0.108626,-9.804045,0.19822042
801751906,3,0.108699396,-9.804046,0.19812039
801751916,3,0.10887094,-9.804046,0.19804738
801751926,3,0.10869525,-9.804049,0.19799422
801751936,3,0.10869846,-9.8040495,0.19795845
801751946,3,0.10859131,-9.804051,0.19792195
801751956,3,0.10862227,-9.8040495,0.19803366
801751966,3,0.10858162,-9.804046,0.19818994
801751976,3,0.1084965,-9.804047,0.19822401
801751986,3,0.108512424,-9.804049,0.19810586
801751996,3,0.10859441,-9.804047,0.19816059
801752006,3,0.108490504,-9.804049,0.19811828
801752016,3,0.10837338,-9.804051,0.19800578
801752026,3,0.108444184,-9.804052,0.19794579
801752036,3,0.108499154,-9.804056,0.19775604
801752046,3,0.10865121,-9.804053,0.19782393
801752056,3,0.10854661,-9.804051,0.19794858
801752066,3,0.10848533,-9.804057,0.19771445
801752076,3,0.1082814,-9.804068,0.19732969
801752086,3,0.10818204,-9.804066,0.19742592
801752096,3,0.10815769,-9.804069,0.19732866
801752106,3,0.10821534,-9.80407,0.1971901
801752116,3,0.10838356,-9.8040695,0.19714206
801752126,3,0.10827737,-9.804074,0.19694419
801752136,3,0.10834266,-9.804074,0.19692338
801752146,3,0.10825104,-9.804074,0.19694673
801752156,3,0.10816446,-9.804076,0.19692594
801752166,3,0.10817096,-9.804079,0.19680914
801752176,3,0.10815085,-9.804076,0.19688681
801752186,3,0.10825199,-9.804078,0.1967894
801752196,3,0.10811993,-9.80408,0.19675301
801752206,3,0.10809287,-9.80408,0.19671807
801752216,3,0.10789402,-9.804086,0.19661064
801752226,3,0.10789419,-9.804086,0.1966355
801752236,3,0.107952535,-9.804087,0.19652832
801752246,3,0.107982,-9.804088,0.1964788
801752256,3,0.10796444,-9.804087,0.19653432
801752266,3,0.108098246,-9.804082,0.1966756
801752276,3,0.10815179,-9.804083,0.1966156
801752286,3,0.10819281,-9.804082,0.19661598
801752296,3,0.10813544,-9.804081,0.1966937
801752306,3,0.10811024,-9.804084,0.19658001
801752316,3,0.10834219,-9.80408,0.196641
801752326,3,0.10838424,-9.804081,0.1965692
801752336,3,0.10852074,-9.804081,0.19648014
801752347,3,0.10846081,-9.804084,0.19642599
801752357,3,0.10845719,-9.804081,0.19653428
801752367,3,0.10845893,-9.804081,0.19651745
801752377,3,0.108359255,-9.804084,0.1964295
801752387,3,0.10810098,-9.804083,0.19665357
801752397,3,0.108101465,-9.804082,0.19667122
801752407,3,0.10801747,-9.804082,0.19673249
801752416,3,0.10828398,-9.804075,0.19690983
801752426,3,0.108120345,-9.804079,0.19683045
801752436,3,0.108052425,-9.804079,0.19683255
801752446,3,0.10810968,-9.804081,0.19673663
801752456,3,0.10804967,-9.804081,0.19672629
801752466,3,0.10803994,-9.804079,0.19678791
801752476,3,0.10802068,-9.804079,0.19683006
801752486,3,0.10796367,-9.804082,0.19677576
801752496,3,0.10803849,-9.804082,0.19673884
801752507,3,0.10802238,-9.804087,0.19649017
801752516,3,0.10804372,-9.804085,0.19661085
801752526,3,0.10807573,-9.804088,0.19639933
801752537,3,0.10817587,-9.804083,0.19661316
