gravity  Non-wakeup,QTI,2025-03-06_18-45-09.848_TGW
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
801443545,3,0.1071274,-9.804802,0.15739302
801443555,3,0.10711646,-9.804802,0.15739483
801443565,3,0.10716151,-9.804804,0.15721059
801443575,3,0.10693754,-9.804805,0.15730721
801443585,3,0.10693069,-9.804807,0.15727295
801443595,3,0.10684645,-9.804802,0.15756358
801443605,3,0.106717005,-9.804802,0.15764903
801443615,3,0.106782444,-9.804797,0.15791623
801443626,3,0.106906354,-9.804795,0.15792051
801443636,3,0.106761284,-9.804799,0.15781362
801443646,3,0.1068583,-9.804801,0.15760651
801443656,3,0.10670918,-9.804807,0.15734117
801443666,3,0.106643416,-9.804807,0.15745045
801443676,3,0.10654872,-9.80481,0.15727791
801443686,3,0.10659124,-9.804811,0.15724364
801443696,3,0.10657498,-9.804811,0.1572407
801443706,3,0.10645321,-9.80481,0.15736505
801443716,3,0.1066359,-9.804807,0.15742378
801443726,3,0.10651446,-9.804809,0.1573853
801443736,3,0.106415585,-9.804807,0.15760729
801443746,3,0.10636692,-9.804808,0.15753339
801443756,3,0.106326215,-9.804809,0.15752676
801443766,3,0.10624109,-9.804808,0.15766136
801443776,3,0.106443904,-9.804801,0.15790008
801443786,3,0.10630516,-9.804801,0.15798081
801443796,3,0.10636052,-9.804799,0.15808275
801443806,3,0.106302,-9.804801,0.15803504
801443816,3,0.106369026,-9.804801,0.15795292
801443826,3,0.10626906,-9.804802,0.15793827
801443837,3,0.106285505,-9.804803,0.15789995
801443847,3,0.10658166,-9.804803,0.15768608
801443857,3,0.10665185,-9.804801,0.15776947
801443867,3,0.10646696,-9.804797,0.1581061
801443877,3,0.106507614,-9.804796,0.15819266
801443887,3,0.10654154,-9.804792,0.15834501
801443897,3,0.10648636,-9.804791,0.15845667
801443907,3,0.10617434,-9.804795,0.15845618
801443917,3,0.1062818,-9.804792,0.15856116
801443927,3,0.106379375,-9.804791,0.15854517
