Rotation Vector  Non-wakeup,QTI,2025-03-06_18-45-09.848_TGW
imuTimestamp,accuracy(more=better),x*sin(a/2)[],y*sin(a/2)[],z*sin(a/2)[],cos(a/2)[],heading_accuracy[rad]
801441927,3,-0.30884284,-0.62945896,0.6366494,0.321053,-1.0
801441937,3,-0.3088365,-0.62946963,0.6366481,0.32104072,-1.0
801441947,3,-0.30882677,-0.6294849,0.6366525,0.32101148,-1.0
801441957,3,-0.30881944,-0.62949693,0.63665307,0.32099387,-1.0
801441967,3,-0.3088108,-0.62951106,0.63665354,0.32097346,-1.0
801441977,3,-0.30880815,-0.6295151,0.6366554,0.3209645,-1.0
801441987,3,-0.3088119,-0.62950987,0.6366501,0.3209817,-1.0
801441997,3,-0.30880848,-0.6295155,0.63664985,0.32097432,-1.0
801442007,3,-0.30880648,-0.6295188,0.6366498,0.3209699,-1.0
801442017,3,-0.30880365,-0.62952346,0.6366498,0.32096344,-1.0
801442027,3,-0.30880168,-0.62952614,0.6366533,0.32095322,-1.0
801442037,3,-0.3088038,-0.6295242,0.63664424,0.32097298,-1.0
801442047,3,-0.30879742,-0.62953496,0.6366425,0.32096133,-1.0
801442057,3,-0.30879474,-0.62953955,0.6366418,0.32095638,-1.0
801442067,3,-0.30879372,-0.6295415,0.6366401,0.32095692,-1.0
801442077,3,-0.3087988,-0.6295346,0.63663155,0.3209825,-1.0
801442087,3,-0.3087962,-0.6295384,0.6366341,0.32097238,-1.0
801442097,3,-0.30879524,-0.6295398,0.6366354,0.32096806,-1.0
801442107,3,-0.30878475,-0.62955636,0.6366393,0.3209379,-1.0
801442117,3,-0.308775,-0.62957245,0.63663924,0.32091585,-1.0
801442127,3,-0.30877295,-0.6295763,0.6366368,0.32091522,-1.0
801442137,3,-0.30876982,-0.6295838,0.6366231,0.32093072,-1.0
801442147,3,-0.30875853,-0.6296025,0.6366224,0.32090607,-1.0
801442157,3,-0.3087551,-0.62960905,0.6366171,0.32090712,-1.0
801442167,3,-0.3087531,-0.6296136,0.6366098,0.32091463,-1.0
801442177,3,-0.3087548,-0.62961084,0.63660973,0.3209186,-1.0
801442187,3,-0.30874828,-0.62962174,0.6366086,0.32090563,-1.0
801442197,3,-0.30874342,-0.62962896,0.6366134,0.32088664,-1.0
801442207,3,-0.30874056,-0.62963396,0.63661164,0.32088307,-1.0
801442217,3,-0.308743,-0.6296307,0.63660747,0.32089552,-1.0
801442227,3,-0.30873924,-0.6296372,0.6366053,0.3208906,-1.0
801442237,3,-0.308743,-0.6296309,0.63660604,0.32089782,-1.0
801442247,3,-0.30874324,-0.6296311,0.6366023,0.3209046,-1.0
801442257,3,-0.30874246,-0.6296316,0.63660717,0.32089484,-1.0
801442267,3,-0.30874592,-0.62962604,0.63660645,0.32090384,-1.0
801442277,3,-0.308741,-0.62963384,0.63660806,0.32089004,-1.0
801442287,3,-0.30873346,-0.62964565,0.6366117,0.3208669,-1.0
801442297,3,-0.30872965,-0.62965137,0.6366149,0.32085294,-1.0
801442307,3,-0.3087298,-0.62965095,0.6366159,0.3208517,-1.0
801442317,3,-0.30873162,-0.62964773,0.63661706,0.3208539,-1.0
801442327,3,-0.3087219,-0.6296633,0.63661975,0.3208274,-1.0
801442337,3,-0.30871937,-0.6296672,0.63662106,0.32081944,-1.0
801442347,3,-0.3087126,-0.62967783,0.6366242,0.32079893,-1.0
801442357,3,-0.30870983,-0.62968135,0.6366305,0.32078227,-1.0
801442367,3,-0.30870792,-0.6296845,0.6366305,0.32077792,-1.0
801442377,3,-0.30871296,-0.6296757,0.6366333,0.32078478,-1.0
801442387,3,-0.30871344,-0.6296749,0.6366332,0.32078597,-1.0
801442397,3,-0.30871195,-0.62967736,0.63663334,0.32078242,-1.0
801442407,3,-0.3087128,-0.6296769,0.636628,0.32079318,-1.0
801442417,3,-0.30871508,-0.62967247,0.63663185,0.320792,-1.0
801442427,3,-0.30871168,-0.62967914,0.6366255,0.32079467,-1.0
801442437,3,-0.30870315,-0.6296933,0.63662463,0.32077673,-1.0
801442447,3,-0.30870253,-0.62969387,0.6366274,0.32077086,-1.0
801442457,3,-0.3087052,-0.62968916,0.63662916,0.32077393,-1.0
801442466,3,-0.30870223,-0.62969476,0.63662535,0.3207735,-1.0
801442476,3,-0.3086996,-0.62969875,0.63662696,0.3207649,-1.0
801442486,3,-0.30869448,-0.62970686,0.6366288,0.3207502,-1.0
801442496,3,-0.3086909,-0.6297121,0.63663286,0.32073537,-1.0
801442506,3,-0.30869302,-0.6297084,0.6366341,0.32073808,-1.0
801442516,3,-0.30869249,-0.62970823,0.63664025,0.32072678,-1.0
801442526,3,-0.30869147,-0.6297103,0.6366378,0.32072857,-1.0
801442536,3,-0.3086891,-0.6297154,0.6366314,0.32073364,-1.0
